;item;Campodeconocimiento;Dffclt;Dscrmn;ProbSeleccAzar;PropAciertos;Definición Operacional
104;EAES301905;Lengua y Literatura;1.58893236;0.78296624;0.22372653;0.247165533;Valora los textos m√°s representativos de la literatura ecuatoriana: siglos XIX a XXI. en funci√≥n a sus aportes en la construcci√≥n de una cultura diversa y plural
46;EAES302089;Lengua y Literatura;1.28981013;0.8765223;0.2440601;0.272511848;Analiza los significados connotativos del discurso.
36;EAES301831;Lengua y Literatura;0.24602181;0.80835417;0.45044503;0.464720195;Aplica estrategias cognitivas y metacognitivas para la comprensi√≥n de textos argumentativos.
116;EAES302049;Lengua y Literatura;0.97657941;1.17912667;0.24021323;0.282828283;Identifica la idea principal de un texto argumentativo.
331;EAES302095;Lengua y Literatura;2.15467319;0.80198961;0.15084031;0.173160173;Infiere el contenido impl√≠cito de un texto oral.
88;EAES302116;Lengua y Literatura;0.37060186;0.86011325;0.42097808;0.443181818;Interpreta un texto literario desde las caracter√≠sticas del g√©nero al que pertenece
41;EAES301726;Lengua y Literatura;0.40526449;0.84289961;0.41542153;0.430131004;Reconoce las transformaciones de la cultura escrita en la era digital (usos del lenguaje escrito. formas de lectura y escritura).
9;EAES302059;Lengua y Literatura;0.88029417;1.17912667;0.26154027;0.303030303;Reconoce p√°rrafos sobre diferentes temas de la cotidianidad y acad√©micos escritos con coherencia. cohesi√≥n y precisi√≥n.
115;EAES302102;Lengua y Literatura;2.4785867;0.84289961;0.11015099;0.128820961;Selecciona cr√≠ticamente los elementos o recursos del discurso oral en textos cotidianos y no cotidianos
64;EAES302082;Lengua y Literatura;0.12679158;1.17912667;0.46269363;0.474747475;Valora los textos m√°s representativos de la literatura ecuatoriana: siglos XIX a XXI. en funci√≥n a sus aportes en la construcci√≥n de una cultura diversa y plural
49;EAES301689;Ciencias Naturales;-0.2391869;0.82427862;0.54913013;0.556650246;Analiza la importancia de los √°cidos nucl√©icos como portadores y transmisores de la informaci√≥n gen√©tica.
341;EAES301699;Ciencias Naturales;1.65153467;0.8765223;0.19037013;0.218009479;Analiza la transmisi√≥n de la informaci√≥n gen√©tica a la descendencia. la teor√≠a cromos√≥mica y las leyes de Mendel
85;EAES301655;Ciencias Naturales;1.40861291;0.82427862;0.23846937;0.268472906;Analiza las caracter√≠sticas del movimiento circular uniforme (MCU) con base en un objeto que gira en torno a un eje. empleando los conceptos de aceleraci√≥n normal o centr√≠peta.
82;EAES301677;Ciencias Naturales;1.33423109;0.61637473;0.30525734;0.319587629;Calcula. mediante ejercicios de aplicaci√≥n. el trabajo mec√°nico con fuerzas constantes. energ√≠a mec√°nica. conservaci√≥n de energ√≠a o potencia.
177;EAES301641;Ciencias Naturales;2.07564319;0.82427862;0.15304594;0.179802956;Determina magnitudes cinem√°ticas para el Movimiento Rectil√≠neo Uniforme (MRU) o Rectil√≠neo Uniformemente Variado (MRUV).
1041;EAES302023;Ciencias Naturales;1.2031462;0.82427862;0.27057096;0.300492611;Diferencia las estructuras encargadas de un proceso fisiol√≥gico de los sistemas nervioso. endocrino. reproductivo. osteoartromuscular o inmunitario del cuerpo humano.
91;EAES302000;Ciencias Naturales;0.97876663;0.82427862;0.30857785;0.337438424;Diferencia los procesos fisiol√≥gicos que realizan las plantas. sus estructuras y funciones.
126;EAES302156;Ciencias Naturales;-0.1085467;0.78296624;0.52123432;0.526077098;Discrimina entre los tipos de compuestos binarios. ternarios  o cuaternario de acuerdo a su enlace qu√≠mico o n√∫mero de oxidaci√≥n y emite su nomenclatura.
79;EAES302176;Ciencias Naturales;1.81459907;0.82427862;0.18306246;0.21182266;Discrimina grupos funcionales desde la estructura de los compuestos org√°nicos oxigenados o nitrogenados.
18;EAES302011;Ciencias Naturales;1.61225747;0.82427862;0.2093332;0.238916256;Discrimina las estructuras encargados de un proceso fisiol√≥gico de los sistemas: digestivo. excretor. circulatorio o respiratorio del ser humano.
19;EAES301671;Ciencias Naturales;1.27498063;0.8765223;0.24646621;0.274881517;Identifica la capacidad que tienen los materiales para conducir la electricidad.
58;EAES301586;Ciencias Naturales;0.21387699;0.80198961;0.45722305;0.46969697;Identifica la configuraci√≥n electr√≥nica de los √°tomos desde el modelo mec√°nico-cu√°ntico de la materia.
1371;EAES302168;Ciencias Naturales;1.11677264;0.80198961;0.28994729;0.313852814;Identifica la estructura del √°tomo de carbono y su capacidad de unirse consigo mismo con diferentes enlaces entre carbono-carbono. formando mol√©culas org√°nicas.
38;EAES301649;Ciencias Naturales;0.88742904;0.8765223;0.31478315;0.341232227;Identifica la Ley de Coulomb y sus aplicaciones
1121;EAES301708;Ciencias Naturales;2.04778978;0.61637473;0.2205944;0.237113402;Identifica las estrategias de conservaci√≥n de la biodiversidad y los recursos naturales que disminuyen los efectos negativos de la actividad humana.
73;EAES302382;Ciencias Naturales;2.80689717;0.80198961;0.09525442;0.112554113;Identifica las leyes de la conservaci√≥n de la energ√≠a en las reacciones qu√≠micas
195;EAES301597;Ciencias Naturales;1.42552952;0.82427862;0.23594636;0.266009852;Identifica los tipos de enlaces qu√≠micos de acuerdo a las propiedades de los √°tomos de ceder o ganar electrones.
197;EAES301625;Ciencias Naturales;1.97076147;0.82427862;0.16459117;0.192118227;Identifica reacciones √°cido-base o el balance del pH en las soluciones cotidianas.
641;EAES302202;Ciencias Naturales;1.23375695;0.82427862;0.26562008;0.295566502;Identifica reacciones qu√≠micas a partir de ecuaciones qu√≠micas
17;EAES301636;Ciencias Naturales;1.14192618;0.82427862;0.28064482;0.310344828;Reconoce disoluciones de diferentes concentraciones en soluciones de uso cotidiano.
231;EAES302342;Ciencias Naturales;1.88637853;1.17912667;0.09759129;0.131313131;Reconoce el teorema de conservaci√≥n de la energ√≠a
67;EAES302196;Ciencias Naturales;0.42171833;0.82427862;0.41396128;0.435960591;Reconoce grupos funcionales desde la estructura de las biomol√©culas (prote√≠nas. l√≠pidos. √°cidos nucl√©icos. az√∫cares)
227;EAES302348;Ciencias Naturales;2.26120011;1.17912667;0.06499501;0.090909091;Reconoce la ley de gravitaci√≥n universal de Newton.
200;EAES301613;Ciencias Naturales;0.72270837;0.82427862;0.35532509;0.381773399;Reconoce la masa molecular (molar) de los compuestos qu√≠micos de una ecuaci√≥n para cumplir las leyes de transformaci√≥n de la materia.
12;EAES301663;Ciencias Naturales;1.68458587;0.82427862;0.19963645;0.229064039;Reconoce las leyes de Newton y su aplicaci√≥n
94;EAES301577;Ciencias Naturales;0.78768004;0.90492401;0.32898252;0.365079365;Reconoce las propiedades y leyes de los gases y su aplicaci√≥n.
244;EAES302354;Ciencias Naturales;0.31033397;0.80198961;0.43809805;0.452380952;Reconoce las tres leyes de Kepler
210;EAES301990;Ciencias Naturales;1.49012056;0.78296624;0.23744944;0.260770975;Reconoce los procesos de divis√≥n celular (mitosis y meiosis)
180;EAES302365;Ciencias Naturales;1.59498512;0.80198961;0.21769299;0.242424242;Reconoce. relaciona y expresa magntitudes f√≠sicas b√°sicas (longitud. masa. tiempo) y derivadas.
138;EAES302234;Ciencias Naturales;0.71450136;0.80198961;0.36053965;0.380952381;Relaciona la estructura de la c√©lula animal. vegetal y procariota con los organelos y sus procesos vitales.
921;EAES302220;Ciencias Naturales;1.34655354;1.17912667;0.16969968;0.212121212;Relaciona teor√≠as de evoluci√≥n biol√≥gica con sus postulados.
1161;EAES302279;Ciencias Sociales;0.12963629;0.80198961;0.47403165;0.484848485;Analiza los aspectos fundamentales de las culturas: maya. azteca o inca.
105;EAES301757;Ciencias Sociales;0.54968452;0.78296624;0.39403454;0.410430839;Distingue la influencia de las mujeres en su diversidad a lo largo de la historia.
21;EAES302271;Ciencias Sociales;1.53305487;0.80198961;0.22626999;0.251082251;Distingue las causas o consecuencias de la Revoluci√≥n francesa.
1042;EAES301932;Ciencias Sociales;0.62843529;0.78296624;0.37941226;0.396825397;Identifica los procesos hist√≥ricos que propiciaron el reconocimiento de los derechos humanos.
1271;EAES301966;Ciencias Sociales;-0.0700243;0.8765223;0.51533966;0.523696682;Reconoce el concepto de la igualdad natural de los seres humanos.
201;EAES302288;Ciencias Sociales;1.9991351;0.8765223;0.14775904;0.172985782;Reconoce el impacto de la conquista en los aspectos ecol√≥gicos. culturales o sociales.
50;EAES301768;Ciencias Sociales;1.17104208;0.61637473;0.32699657;0.340206186;Reconoce el impacto de los aportes tecnol√≥gicos. econ√≥micos y cient√≠ficos de las culturas de Mesopotamia. Egipto. China o India en la sociedad actual .
32;EAES302249;Ciencias Sociales;1.3464156;1.17912667;0.1697226;0.212121212;Reconoce el papel de la Iglesia en la sociedad occidental.
22;EAES302257;Ciencias Sociales;1.08129576;0.78296624;0.30014277;0.321995465;Reconoce la contribuci√≥n del Renacimiento al pensamiento humanista o cient√≠fico del mundo.
80;EAES301779;Ciencias Sociales;1.20374803;0.82427862;0.27047307;0.300492611;Reconoce la influencia de la civilizaci√≥n griega en el imperio romano. imperio bizantino. Europa del Renacimiento o en la cultura occidental.
381;EAES302315;Ciencias Sociales;1.42544088;0.8765223;0.2227987;0.251184834;Reconoce las caracter√≠sticas de los derechos y deberes civiles pol√≠ticos o de la representaci√≥n pol√≠tica.
141;EAES301918;Ciencias Sociales;2.35478421;0.61637473;0.18978167;0.206185567;Reconoce las caractrer√≠sticas de la democracia deliberativa y los principios de la participaci√≥n pol√≠tica.
62;EAES301970;Ciencias Sociales;2.00124592;0.78296624;0.17265763;0.195011338;Reconoce las causas y consecuencias de los modelos econ√≥micos en los procesos de migraci√≥n.
1251;EAES301977;Ciencias Sociales;0.75090133;0.82427862;0.35001986;0.376847291;Reconoce los aportes culturales de los pueblos ind√≠gena. afro. mestizo o montuvio a favor de la plurinacionalidad y la sociedad intercultural.
731;EAES302123;Ciencias Sociales;0.62189923;0.90492401;0.36290642;0.396825397;Reconoce los principios de argumentaci√≥n l√≥gica. l√≥gica simb√≥lica. falacias y paradojas.
87;EAES302297;Ciencias Sociales;0.67976656;0.80835417;0.36598225;0.386861314;Relaciona los antecedentes hist√≥ricos de las comunidad afrodescendiente. indigena y mestiza con sus caracter√≠sticas culturales.
