"";"Reactivo";"Campo de conocimiento";"Dificultad";"Discriminación";"Prob. Acertar al azar";"Prop. Aciertos";"Definición Operacional";"Cuartil de Discriminación"
"114";"EAES301730";"Lengua y Literatura";-0,130197379059228;0,84289961203942;0,527408327691433;0,53056768558952;"Analiza las causas y las consecuencias de la diglosia con relación a las lenguas originarias en el ámbito educativo, la identidad, derechos colectivos y la vida cotidiana.";"Q3"
"102";"EAES302070";"Lengua y Literatura";-0,075638824663433;0,824278623521482;0,515581819417359;0,527093596059113;"Interpreta un texto literario desde las características del género al que pertenece";"Q2"
"73";"EAES301902";"Lengua y Literatura";1,9232819844496;0,832849824254441;0,167729483627019;0,19;"Reconoce párrafos sobre diferentes temas de la cotidianidad y académicos escritos con coherencia, cohesión y precisión.";"Q3"
"124";"EAES302109";"Lengua y Literatura";1,18602708425478;0,84289961203942;0,269000061147132;0,292576419213974;"Reconoce párrafos sobre diferentes temas de la cotidianidad y académicos escritos con coherencia, cohesión y precisión.";"Q3"
"66";"EAES301893";"Lengua y Literatura";-0,116202173054639;0,808354167890575;0,523465876358699;0,530413625304136;"Aplica estrategias cognitivas y metacognitivas para la comprensión de textos argumentativos.";"Q2"
"38";"EAES301833";"Lengua y Literatura";0,381216101263087;0,824278623521482;0,422082999846525;0,443349753694581;"Interpreta los aspectos formales (estructura) o el contenido de un texto, en función del contexto sociocultural y el punto de vista del autor.";"Q2"
"48";"EAES301853";"Lengua y Literatura";0,998395981281159;0,860113251357949;0,297603997954082;0,329545454545455;"Organiza la información presentada mediante el uso de esquemas.";"Q3"
"111";"EAES302084";"Lengua y Literatura";-0,197725376220888;0,808354167890575;0,539873184714746;0,545012165450122;"Valora los textos más representativos de la literatura ecuatoriana: siglos XIX a XXI, en función a sus aportes en la construcción de una cultura diversa y plural";"Q2"
"35";"EAES301827";"Lengua y Literatura";-0,360613308268057;1,17912667105979;0,604728988414546;0,585858585858586;"Aplica estrategias cognitivas y metacognitivas para la comprensión de textos argumentativos.";"Q4"
"86";"EAES302047";"Lengua y Literatura";1,6869182852981;0,832849824254441;0,197031859676179;0,22;"Reconoce la aplicación de argumentos y contraargumentos cuya intención es persuadir.";"Q3"
"22";"EAES301744";"Lengua y Literatura";0,728535018046618;0,832849824254441;0,352798579745197;0,37;"Analiza las causas y las consecuencias de la diglosia con relación a las lenguas originarias en el ámbito educativo, la identidad, derechos colectivos y la vida cotidiana.";"Q3"
"122";"EAES302104";"Lengua y Literatura";1,84251574540054;0,832849824254441;0,177330558731658;0,2;"Selecciona críticamente los elementos o recursos del discurso oral en textos cotidianos y no cotidianos";"Q3"
"100";"EAES302067";"Lengua y Literatura";-0,395828450829762;0,876522303051486;0,585878365141534;0,585308056872038;"Interpreta un texto literario desde las características del género al que pertenece";"Q4"
"42";"EAES301841";"Lengua y Literatura";1,52486886018396;0,808354167890575;0,225720729415952;0,250608272506083;"Interpreta los aspectos formales (estructura) o el contenido de un texto, en función del contexto sociocultural y el punto de vista del autor.";"Q2"
"136";"EAES302147";"Lengua y Literatura";1,41676907531893;0,860113251357949;0,228186113895798;0,261363636363636;"Analiza los significados connotativos del discurso.";"Q3"
"71";"EAES301699";"Ciencias Naturales";1,65153467194669;0,876522303051486;0,190370128241876;0,218009478672986;"Analiza la transmisión de la información genética a la descendencia, la teoría cromosómica y las leyes de Mendel";"Q4"
"194";"EAES302343";"Ciencias Naturales";1,55491347974696;0,904924006185907;0,196695256992029;0,233560090702948;"Reconoce el teorema de conservación de la energía";"Q4"
"155";"EAES302205";"Ciencias Naturales";2,34847162154106;0,876522303051486;0,113197546355186;0,135071090047393;"Identifica reacciones químicas a partir de ecuaciones químicas";"Q4"
"185";"EAES302333";"Ciencias Naturales";1,86991972897193;0,808354167890575;0,180708100267042;0,204379562043796;"Analiza las características del movimiento circular uniforme (MCU) con base en un objeto que gira en torno a un eje, empleando los conceptos de aceleración normal o centrípeta.";"Q2"
"59";"EAES301676";"Ciencias Naturales";0,192405539454989;0,808354167890575;0,461195237952602;0,474452554744526;"Identifica la capacidad que tienen los materiales para conducir la electricidad.";"Q2"
"41";"EAES301644";"Ciencias Naturales";1,7911443493981;0,876522303051486;0,172219532274143;0,199052132701422;"Determina magnitudes cinemáticas para el Movimiento Rectilíneo Uniforme (MRU) o Rectilíneo Uniformemente Variado (MRUV).";"Q4"
"197";"EAES302350";"Ciencias Naturales";1,86982719740446;0,808354167890575;0,180719174617277;0,204379562043796;"Reconoce la ley de gravitación universal de Newton.";"Q2"
"116";"EAES302026";"Ciencias Naturales";0,592766174637805;0,876522303051486;0,372952139175505;0,395734597156398;"Diferencia las estructuras encargadas de un proceso fisiológico de los sistemas nervioso, endocrino, reproductivo, osteoartromuscular o inmunitario del cuerpo humano.";"Q4"
"121";"EAES302033";"Ciencias Naturales";1,64957622755809;0,860113251357949;0,194846264824743;0,227272727272727;"Diferencia las estructuras encargadas de un proceso fisiológico de los sistemas nervioso, endocrino, reproductivo, osteoartromuscular o inmunitario del cuerpo humano.";"Q3"
"181";"EAES302240";"Ciencias Naturales";1,49158476800919;0,860113251357949;0,217051575470144;0,25;"Relaciona la estructura de la célula animal, vegetal y procariota con los organelos y sus procesos vitales.";"Q3"
"130";"EAES302161";"Ciencias Naturales";0,668889097024161;0,904924006185907;0,353133491431613;0,387755102040816;"Discrimina entre los tipos de compuestos binarios, ternarios  o cuaternario de acuerdo a su enlace químico o número de oxidación y emite su nomenclatura.";"Q4"
"137";"EAES302172";"Ciencias Naturales";1,37545117354097;0,808354167890575;0,247525837709368;0,272506082725061;"Identifica la estructura del átomo de carbono y su capacidad de unirse consigo mismo con diferentes enlaces entre carbono-carbono, formando moléculas orgánicas.";"Q2"
"421";"EAES301645";"Ciencias Naturales";1,06294320501816;0,801989608888929;0,298915100115591;0,322510822510823;"Determina magnitudes cinemáticas para el Movimiento Rectilíneo Uniforme (MRU) o Rectilíneo Uniformemente Variado (MRUV).";"Q2"
"171";"EAES301606";"Ciencias Naturales";1,22684462528013;0,84289961203942;0,262288678999969;0,286026200873362;"Identifica los tipos de enlaces químicos de acuerdo a las propiedades de los átomos de ceder o ganar electrones.";"Q3"
"58";"EAES301675";"Ciencias Naturales";-0,433945293357141;0,904924006185907;0,596929495663156;0,603174603174603;"Identifica la capacidad que tienen los materiales para conducir la electricidad.";"Q4"
"161";"EAES302214";"Ciencias Naturales";1,34917222595036;0,876522303051486;0,234588703902753;0,26303317535545;"Identifica las leyes de la conservación de la energía en las reacciones químicas";"Q4"
"206";"EAES302364";"Ciencias Naturales";1,3044312662398;0,876522303051486;0,241703427435734;0,270142180094787;"Reconoce, relaciona y expresa magntitudes físicas básicas (longitud, masa, tiempo) y derivadas.";"Q4"
"109";"EAES302015";"Ciencias Naturales";1,1167854679703;0,801989608888929;0,289945173210898;0,313852813852814;"Discrimina las estructuras encargados de un proceso fisiológico de los sistemas: digestivo, excretor, circulatorio o respiratorio del ser humano.";"Q2"
"81";"EAES301716";"Ciencias Naturales";0,833639511770587;0,808354167890575;0,337629489439093;0,360097323600973;"Identifica las estrategias de conservación de la biodiversidad y los recursos naturales que disminuyen los efectos negativos de la actividad humana.";"Q2"
"55";"EAES301671";"Ciencias Naturales";1,27498063453707;0,876522303051486;0,24646620888802;0,274881516587678;"Identifica la capacidad que tienen los materiales para conducir la electricidad.";"Q4"
"97";"EAES301994";"Ciencias Naturales";1,88632400265689;1,17912667105979;0,0975969566837868;0,131313131313131;"Reconoce los procesos de divisón celular (mitosis y meiosis)";"Q4"
"200";"EAES302353";"Ciencias Naturales";2,28440023307774;0,832849824254441;0,129818743650835;0,15;"Reconoce la ley de gravitación universal de Newton.";"Q3"
"53";"EAES301669";"Ciencias Naturales";1,12812752629988;1,17912667105979;0,209125415719568;0,252525252525253;"Reconoce las leyes de Newton y su aplicación";"Q4"
"138";"EAES302173";"Ciencias Naturales";1,55916183626332;0,84289961203942;0,211782058547576;0,235807860262009;"Identifica la estructura del átomo de carbono y su capacidad de unirse consigo mismo con diferentes enlaces entre carbono-carbono, formando moléculas orgánicas.";"Q3"
"166";"EAES302222";"Ciencias Naturales";1,9691881870511;0,808354167890575;0,16913059248837;0,192214111922141;"Relaciona teorías de evolución biológica con sus postulados.";"Q2"
"174";"EAES302230";"Ciencias Naturales";1,61372083803463;0,832849824254441;0,206855143358166;0,23;"Analiza la importancia de los ácidos nucléicos como portadores y transmisores de la información genética.";"Q3"
"25";"EAES301619";"Ciencias Naturales";0,976618920803329;1,17912667105979;0,240204729462603;0,282828282828283;"Reconoce la masa molecular (molar) de los compuestos químicos de una ecuación para cumplir las leyes de transformación de la materia.";"Q4"
"143";"EAES302180";"Ciencias Naturales";0,957290222132933;0,801989608888929;0,316968882742955;0,33982683982684;"Discrimina grupos funcionales desde la estructura de los compuestos orgánicos oxigenados o nitrogenados.";"Q2"
"62";"EAES301682";"Ciencias Naturales";1,18074998124629;1,17912667105979;0,199048195103011;0,242424242424242;"Calcula, mediante ejercicios de aplicación, el trabajo mecánico con fuerzas constantes, energía mecánica, conservación de energía o potencia.";"Q4"
"901";"EAES301869";"Ciencias Naturales";1,65290304877454;0,84289961203942;0,198892393085952;0,222707423580786;"Determina magnitudes cinemáticas para el Movimiento Rectilíneo Uniforme (MRU) o Rectilíneo Uniformemente Variado (MRUV).";"Q3"
"217";"EAES302378";"Ciencias Naturales";1,84108113965107;0,832849824254441;0,177504930281246;0,2;"Reconoce grupos funcionales desde la estructura de las biomoléculas (proteínas, lípidos, ácidos nucléicos, azúcares)";"Q3"
"221";"EAES301789";"Ciencias Sociales";-0,119659164590565;0,876522303051486;0,526196970751182;0,533175355450237;"Reconoce el papel de la Iglesia en la sociedad occidental.";"Q4"
"30";"EAES301923";"Ciencias Sociales";1,12737769058331;1,17912667105979;0,209271684856631;0,252525252525253;"Reconoce las caractrerísticas de la democracia deliberativa y los principios de la participación política.";"Q4"
"117";"EAES302319";"Ciencias Sociales";0,657105831716311;0,904924006185907;0,355573031024177;0,390022675736961;"Reconoce las características de los derechos y deberes civiles políticos o de la representación política.";"Q4"
"7";"EAES301764";"Ciencias Sociales";-0,130190290721377;0,84289961203942;0,527406838490219;0,53056768558952;"Distingue la influencia de las mujeres en su diversidad a lo largo de la historia.";"Q3"
"43";"EAES301761";"Ciencias Sociales";0,385788320586222;1,17912667105979;0,388197972409334;0,414141414141414;"Distingue la influencia de las mujeres en su diversidad a lo largo de la historia.";"Q4"
"87";"EAES302282";"Ciencias Sociales";1,7106985138726;0,904924006185907;0,175367775921646;0,210884353741497;"Analiza los aspectos fundamentales de las culturas: maya, azteca o inca.";"Q4"
"119";"EAES302321";"Ciencias Sociales";-0,727164344257131;0,84289961203942;0,648608096869389;0,637554585152838;"Reconoce las características de los derechos y deberes civiles políticos o de la representación política.";"Q3"
"711";"EAES302262";"Ciencias Sociales";-0,446172411579625;0,904924006185907;0,599588813991867;0,605442176870748;"Reconoce la contribución del Renacimiento al pensamiento humanista o científico del mundo.";"Q4"
"125";"EAES302327";"Ciencias Sociales";0,812578621169153;0,84289961203942;0,335163604454491;0,35589519650655;"Reconoce los aportes culturales de los pueblos indígena, afro, mestizo o montuvio a favor de la plurinacionalidad y la sociedad intercultural.";"Q3"
"113";"EAES302314";"Ciencias Sociales";0,786591328956148;0,832849824254441;0,341838384931372;0,36;"Reconoce el concepto de la igualdad natural de los seres humanos.";"Q3"
"69";"EAES302258";"Ciencias Sociales";1,97939334488556;0,876522303051486;0,149951383355448;0,175355450236967;"Reconoce la contribución del Renacimiento al pensamiento humanista o científico del mundo.";"Q4"
"112";"EAES302313";"Ciencias Sociales";1,57003333627244;0,860113251357949;0,20580392563265;0,238636363636364;"Reconoce el concepto de la igualdad natural de los seres humanos.";"Q3"
"1001";"EAES302297";"Ciencias Sociales";0,6797665602973;0,808354167890575;0,365982246223378;0,386861313868613;"Relaciona los antecedentes históricos de las comunidad afrodescendiente, indigena y mestiza con sus características culturales.";"Q2"
"13";"EAES301774";"Ciencias Sociales";1,00857907331297;0,904924006185907;0,286450223837445;0,324263038548753;"Reconoce el impacto de los aportes tecnológicos, económicos y científicos de las culturas de Mesopotamia, Egipto, China o India en la sociedad actual .";"Q4"
"36";"EAES301959";"Ciencias Sociales";-0,456608541896198;0,801989608888929;0,59053931129981;0,588744588744589;"Relaciona los antecedentes históricos de las comunidad afrodescendiente, indigena y mestiza con sus características culturales.";"Q2"
"422";"EAES301969";"Ciencias Sociales";0,928018033417005;1,17912667105979;0,250818667772157;0,292929292929293;"Reconoce el concepto de la igualdad natural de los seres humanos.";"Q4"
